CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Subscription Duration
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,286",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,597",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,275",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,019",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,212",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,511",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,308",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,925",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,047",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,639",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,829",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,067",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,125",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,633",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,633",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,850",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,845",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,947",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,919",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,052",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,051",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,800",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,183",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,066",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,068",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,917",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,222",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,805",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,278",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,180",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,251",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,147",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,601",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,810",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,292",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,537",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,904",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,500",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,518",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,980",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,602",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,705",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,865",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,299",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,711",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,994",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,268",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,118",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,097",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,951",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,318",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,693",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,819",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,217",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,545",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,358",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,140",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,138",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,522",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,602",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,624",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,700",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,933",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,431",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,167",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,522",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,285",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,126",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,862",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,879",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,974",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,722",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,922",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,592",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,148",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,680",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,734",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,914",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,124",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,145",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,642",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,094",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,887",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,602",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,633",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,191",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,131",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,380",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,283",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,327",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,301",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,259",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,976",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,121",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,509",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,296",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,798",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,049",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,089",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,557",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,279",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,028",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,910",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,168",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,743",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,912",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,508",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,472",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,488",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,096",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,557",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,923",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,431",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,057",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,450",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,362",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,557",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,092",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,884",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,829",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,428",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,326",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,198",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,926",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,765",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,606",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,236",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,959",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,911",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,021",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,732",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,505",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,071",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,231",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,808",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,156",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,813",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,969",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,108",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,534",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,134",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,690",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,098",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,818",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,913",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,862",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,466",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,264",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,012",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,697",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,316",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,127",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,727",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,091",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,691",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,243",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,796",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,008",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,781",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,850",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,821",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,170",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,638",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,791",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,884",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,715",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,579",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,130",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,160",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,722",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,417",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,798",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,958",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,875",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,600",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,918",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,581",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,762",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,575",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,629",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,489",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,140",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,104",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,044",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,811",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,097",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,979",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,535",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,244",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,903",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,816",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,876",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,724",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,701",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,965",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,532",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,440",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,292",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,255",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,392",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,078",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,664",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,874",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,666",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,688",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,489",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,421",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,565",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,837",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,089",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,868",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,674",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,706",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,117",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,585",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,697",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"1,048",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,156",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,632",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,421",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"2,542",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,958",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,229",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,700",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,483",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,499",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,284",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,647",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,386",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,752",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,654",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,678",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,075",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,724",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,129",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,844",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,120",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,374",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,494",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,247",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,502",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,815",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,512",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,178",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,451",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,364",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,786",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,563",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,473",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,455",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,881",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,529",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,810",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,997",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,757",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,762",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,693",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,773",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,052",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"2,288",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,305",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,124",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,061",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,226",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,001",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,282",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,297",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"2,481",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,754",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,101",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,717",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,192",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,138",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,326",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,804",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,311",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,152",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"2,443",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"1,987",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,993",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,678",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,045",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,022",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,807",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"1,736",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,590",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,223",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,484",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,218",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,981",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,918",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"2,315",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"2,922",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,234",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,568",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,290",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,209",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,110",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,392",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,358",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,568",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"2,265",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"1,190",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"2,053",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,751",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"1,496",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"1,231",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,154",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"1,824",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"2,906",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"1,035",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,115",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,405",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"2,843",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"1,114",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"2,441",12
209,Tom,North,Basic,30/09/2022,30/09/2023,TRUE,"2,171",12
210,Eva,South,Premium,31/10/2022,31/10/2023,TRUE,"1,126",12
211,Liam,East,Basic,30/11/2022,30/11/2023,FALSE,"2,623",12
212,Anna,West,Standard,31/12/2022,31/12/2023,FALSE,"1,914",12
213,Chris,North,Basic,31/01/2023,31/01/2024,TRUE,"1,355",12
214,Zoe,South,Premium,28/02/2023,29/02/2024,FALSE,"1,653",12
215,Paul,East,Basic,31/03/2023,31/03/2024,FALSE,"2,386",12
216,Grace,West,Standard,30/04/2023,30/04/2024,TRUE,"1,069",12
217,Rob,North,Basic,31/05/2023,31/05/2024,TRUE,"2,362",12
218,Sophia,South,Premium,30/06/2023,30/06/2024,FALSE,"2,303",12
219,Dan,East,Basic,31/07/2023,31/07/2024,FALSE,"2,028",12
220,Nina,West,Standard,31/08/2023,31/08/2024,TRUE,"1,128",12
201,John,North,Basic,31/01/2022,31/01/2023,FALSE,"2,088",12
202,Jane,South,Premium,28/02/2022,28/02/2023,TRUE,"1,897",12
203,Alex,East,Basic,31/03/2022,31/03/2023,FALSE,"2,812",12
204,Maria,West,Standard,30/04/2022,30/04/2023,TRUE,"1,913",12
205,James,North,Basic,31/05/2022,31/05/2023,FALSE,"1,008",12
206,Ella,South,Premium,30/06/2022,30/06/2023,TRUE,"1,440",12
207,Mike,East,Basic,31/07/2022,31/07/2023,FALSE,"2,616",12
208,Sara,West,Standard,31/08/2022,31/08/2023,FALSE,"1,187",12
